trigger(1): bCanEdit -> canBeEdited, OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/widget/KeyEditor.java, 199, ParameterName, 7a66ccb5ee5d3de8f3814267969139397de45e12
190: ['bIn', 'in', 'libraries/spongycastle/prov/src/test/jdk1.1/org/spongycastle/jce/provider/test/CertTest.java', 537, 'VariableName']
191: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/jdk1.3/org/spongycastle/cms/test/SignedDataStreamTest.java', 924, 'VariableName']
192: ['bOut', 'out', 'libraries/spongycastle/core/src/test/java/org/spongycastle/asn1/test/OctetStringTest.java', 134, 'VariableName']
193: ['bIn', 'in', 'libraries/spongycastle/core/src/main/java/org/spongycastle/asn1/util/Dump.java', 14, 'VariableName']
194: ['bOut', 'out', 'libraries/spongycastle/pkix/src/main/java/org/spongycastle/cms/CMSEncryptedDataGenerator.java', 55, 'VariableName']
195: ['bOut', 'out', 'libraries/spongycastle/prov/src/test/java/org/spongycastle/jce/provider/test/DSATest.java', 249, 'VariableName']
196: ['msg2b', 'msg2', 'libraries/spongycastle/core/src/test/java/org/spongycastle/crypto/test/PSSTest.java', 102, 'FieldName']
197: ['bValue', 'value', 'libraries/spongycastle/pg/src/main/java/org/spongycastle/bcpg/sig/NotationData.java', 109, 'VariableName']
198: ['slt1b', 'slt1', 'libraries/spongycastle/core/src/test/java/org/spongycastle/crypto/test/PSSTest.java', 72, 'FieldName']
199: ['sig1b', 'sig1', 'libraries/spongycastle/core/src/test/java/org/spongycastle/crypto/test/PSSBlindTest.java', 80, 'FieldName']
200: ['bIn', 'in', 'libraries/spongycastle/core/src/test/java/org/spongycastle/asn1/test/MiscTest.java', 75, 'VariableName']
201: ['certB', 'cert', 'libraries/spongycastle/pkix/src/test/jdk1.1/org/spongycastle/cert/path/test/CertPathTest.java', 77, 'FieldName']
202: ['bIn', 'in', 'libraries/spongycastle/pkix/src/test/jdk1.3/org/spongycastle/cms/test/SignedDataTest.java', 993, 'VariableName']
203: ['bOut', 'out', 'libraries/spongycastle/core/src/main/java/org/spongycastle/asn1/ASN1Set.java', 387, 'VariableName']
204: ['bTpb', 'tpb', 'libraries/spongycastle/core/src/test/java/org/spongycastle/math/ec/test/ECPointTest.java', 80, 'FieldName']
205: ['bOut', 'out', 'libraries/spongycastle/jce/src/main/java/javax/crypto/EncryptedPrivateKeyInfo.java', 156, 'VariableName']
206: ['BBytes', 'Bytes', 'libraries/spongycastle/core/src/main/java/org/spongycastle/crypto/tls/TlsSRPKeyExchange.java', 131, 'VariableName']
207: ['bOut', 'out', 'libraries/spongycastle/pg/src/main/java/org/spongycastle/bcpg/OnePassSignaturePacket.java', 94, 'VariableName']
208: ['bOut', 'out', 'libraries/spongycastle/core/src/main/java/org/spongycastle/util/encoders/Hex.java', 121, 'VariableName']
209: ['bOut', 'out', 'libraries/spongycastle/core/src/test/java/org/spongycastle/asn1/test/ASN1SequenceParserTest.java', 106, 'VariableName']
210: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/cms/test/NewSignedDataStreamTest.java', 522, 'VariableName']
211: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/cms/test/NewSignedDataStreamTest.java', 1060, 'VariableName']
212: ['bOut', 'out', 'libraries/spongycastle/pg/src/main/java/org/spongycastle/bcpg/RSASecretBCPGKey.java', 154, 'VariableName']
213: ['bY', 'Y', 'libraries/spongycastle/prov/src/main/java/org/spongycastle/jcajce/provider/asymmetric/ecgost/BCECGOST3410PublicKey.java', 261, 'VariableName']
214: ['bX', 'X', 'libraries/spongycastle/prov/src/main/java/org/spongycastle/jcajce/provider/asymmetric/ecgost/BCECGOST3410PublicKey.java', 260, 'VariableName']
215: ['bStart', 'start', 'libraries/spongycastle/core/src/main/j2me/java/math/BigInteger.java', 2854, 'VariableName']
216: ['bIn', 'in', 'libraries/spongycastle/core/src/test/java/org/spongycastle/asn1/test/CertificateTest.java', 477, 'VariableName']
217: ['bOut', 'out', 'libraries/spongycastle/core/src/test/java/org/spongycastle/asn1/test/ASN1SequenceParserTest.java', 148, 'VariableName']
218: ['bExt', 'ext', 'libraries/spongycastle/core/src/main/java/org/spongycastle/math/ec/IntArray.java', 522, 'VariableName']
219: ['E1B', 'E1', 'libraries/spongycastle/core/src/main/java/org/spongycastle/crypto/modes/gcm/GCMUtil.java', 9, 'FieldName']
220: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/cms/test/NullProviderTest.java', 127, 'VariableName']
221: ['bOut', 'out', 'libraries/spongycastle/core/src/test/java/org/spongycastle/asn1/test/PKCS12Test.java', 206, 'VariableName']
222: ['mActionEdit', 'mActionBeEdited', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/ViewKeyMainFragment.java', 64, 'FieldName']
223: ['bY', 'Y', 'libraries/zxing/src/com/google/zxing/common/detector/WhiteRectangleDetector.java', 251, 'ParameterName']
224: ['bLen', 'len', 'libraries/spongycastle/core/src/main/java/org/spongycastle/math/ec/IntArray.java', 482, 'VariableName']
225: ['bThumbnailTypeMap', 'thumbnailTypeMap', 'libraries/AndroidBootstrap/src/com/beardedhen/androidbootstrap/BootstrapThumbnail.java', 25, 'FieldName']
226: ['BOff', 'Off', 'libraries/spongycastle/core/src/main/java/org/spongycastle/crypto/generators/SCrypt.java', 100, 'VariableName']
227: ['bOut', 'out', 'libraries/spongycastle/pg/src/main/java/org/spongycastle/bcpg/UserAttributePacket.java', 51, 'VariableName']
228: ['bOut', 'out', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/pgp/PgpDecryptVerify.java', 778, 'ParameterName']
229: ['bCount', 'count', 'libraries/spongycastle/core/src/main/j2me/java/math/BigInteger.java', 384, 'VariableName']
230: ['getB1', 'get1', 'libraries/spongycastle/prov/src/main/java/org/spongycastle/pqc/jcajce/spec/RainbowPrivateKeySpec.java', 65, 'MethodName']
231: ['bOut', 'out', 'libraries/spongycastle/core/src/main/java/org/spongycastle/asn1/ASN1Object.java', 18, 'VariableName']
232: ['bOut', 'out', 'libraries/spongycastle/pg/src/test/java/org/spongycastle/openpgp/test/PGPCompressionTest.java', 104, 'VariableName']
233: ['getB1', 'get1', 'libraries/spongycastle/prov/src/main/java/org/spongycastle/pqc/jcajce/provider/rainbow/BCRainbowPrivateKey.java', 103, 'MethodName']
234: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/cms/test/NewAuthenticatedDataStreamTest.java', 127, 'VariableName']
235: ['bPubSpec', 'pubSpec', 'libraries/spongycastle/prov/src/test/java/org/spongycastle/jce/provider/test/DHTest.java', 750, 'VariableName']
236: ['bOut', 'out', 'libraries/spongycastle/pg/src/test/jdk1.1/org/spongycastle/openpgp/test/PGPECDHTest.java', 225, 'VariableName']
237: ['mPassphraseAgainEditText', 'mPassphraseAgainBeEditedText', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/dialog/SetPassphraseDialogFragment.java', 53, 'FieldName']
238: ['bOut', 'out', 'libraries/spongycastle/prov/src/main/java/org/spongycastle/ocsp/OCSPReq.java', 335, 'VariableName']
239: ['bIn', 'in', 'libraries/spongycastle/core/src/test/java/org/spongycastle/asn1/test/OIDTest.java', 36, 'VariableName']
240: ['bOut', 'out', 'libraries/spongycastle/pg/src/test/java/org/spongycastle/openpgp/test/PGPRSATest.java', 487, 'VariableName']
241: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/cms/test/NewSignedDataStreamTest.java', 737, 'VariableName']
242: ['bOut', 'out', 'libraries/spongycastle/prov/src/main/java/org/spongycastle/jcajce/provider/asymmetric/x509/X509CertificateObject.java', 198, 'VariableName']
243: ['bPrivSpec', 'privSpec', 'libraries/spongycastle/prov/src/test/java/org/spongycastle/jce/provider/test/DHTest.java', 747, 'VariableName']
244: ['bIn', 'in', 'libraries/spongycastle/prov/src/test/jdk1.1/org/spongycastle/jce/provider/test/CertTest.java', 995, 'VariableName']
245: ['bOut', 'out', 'libraries/spongycastle/prov/src/test/java/org/spongycastle/jce/provider/test/PKCS12StoreTest.java', 1136, 'VariableName']
246: ['ESbox_B', 'ESbox_', 'libraries/spongycastle/core/src/main/java/org/spongycastle/crypto/engines/GOST28147Engine.java', 66, 'FieldName']
247: ['bOut', 'out', 'libraries/spongycastle/prov/src/main/java/org/spongycastle/jcajce/provider/keystore/pkcs12/PKCS12KeyStoreSpi.java', 1572, 'VariableName']
248: ['bOff', 'off', 'libraries/spongycastle/core/src/main/java/org/spongycastle/math/ec/LongArray.java', 1225, 'VariableName']
249: ['bOut', 'out', 'libraries/spongycastle/pg/src/main/java/org/spongycastle/openpgp/examples/ClearSignedFileProcessor.java', 92, 'ParameterName']
250: ['getSecondCoefB', 'getSecondCoef', 'libraries/spongycastle/core/src/main/java/org/spongycastle/asn1/eac/ECDSAPublicKey.java', 284, 'MethodName']
251: ['bOut', 'out', 'libraries/spongycastle/prov/src/test/jdk1.1/org/spongycastle/jce/provider/test/BlockCipherTest.java', 338, 'VariableName']
252: ['valueB', 'value', 'libraries/zxing/src/com/google/zxing/common/Collections.java', 44, 'VariableName']
253: ['B0FieldPolynomial', '0FieldPolynomial', 'libraries/spongycastle/core/src/main/java/org/spongycastle/pqc/math/linearalgebra/GF2nField.java', 119, 'ParameterName']
254: ['bIn', 'in', 'libraries/spongycastle/pkix/src/main/java/org/spongycastle/mozilla/SignedPublicKeyAndChallenge.java', 45, 'VariableName']
255: ['bOut', 'out', 'libraries/spongycastle/pg/src/main/jdk1.1/org/spongycastle/openpgp/examples/DetachedSignatureProcessor.java', 153, 'VariableName']
256: ['expect_B', 'expect', 'libraries/spongycastle/core/src/test/java/org/spongycastle/crypto/test/SRP6Test.java', 77, 'VariableName']
257: ['bOut', 'out', 'libraries/spongycastle/prov/src/main/java/org/spongycastle/jcajce/provider/asymmetric/rsa/CipherSpi.java', 47, 'FieldName']
258: ['bOut', 'out', 'libraries/spongycastle/pg/src/main/java/org/spongycastle/bcpg/SymmetricKeyEncSessionPacket.java', 76, 'VariableName']
259: ['ipv6b', 'ipv6', 'libraries/spongycastle/core/src/test/java/org/spongycastle/asn1/test/GeneralNameTest.java', 17, 'FieldName']
260: ['bOut', 'out', 'libraries/spongycastle/mail/src/test/java/org/spongycastle/mail/smime/test/NewSMIMESignedTest.java', 472, 'VariableName']
261: ['slt8b', 'slt8', 'libraries/spongycastle/core/src/test/java/org/spongycastle/crypto/test/PSSBlindTest.java', 177, 'FieldName']
262: ['bShared', 'shared', 'libraries/spongycastle/prov/src/test/java/org/spongycastle/jce/provider/test/DHTest.java', 557, 'VariableName']
263: ['bOut', 'out', 'libraries/spongycastle/prov/src/main/java/org/spongycastle/ocsp/OCSPReqGenerator.java', 181, 'VariableName']
264: ['bOut', 'out', 'libraries/spongycastle/pg/src/main/java/org/spongycastle/bcpg/SignaturePacket.java', 169, 'VariableName']
265: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/cms/test/NewEnvelopedDataStreamTest.java', 675, 'VariableName']
266: ['bKeyPair', 'keyPair', 'libraries/spongycastle/prov/src/test/java/org/spongycastle/jce/provider/test/IESTest.java', 113, 'VariableName']
267: ['bPairGen', 'pairGen', 'libraries/spongycastle/prov/src/test/java/org/spongycastle/jce/provider/test/DHTest.java', 224, 'VariableName']
268: ['bOut', 'out', 'libraries/spongycastle/pg/src/main/java/org/spongycastle/openpgp/examples/ClearSignedFileProcessor.java', 288, 'VariableName']
269: ['bIn', 'in', 'libraries/spongycastle/prov/src/test/jdk1.1/org/spongycastle/jce/provider/test/CertTest.java', 570, 'VariableName']
270: ['bOut', 'out', 'libraries/spongycastle/prov/src/test/jdk1.1/org/spongycastle/jce/provider/test/PKCS10CertRequestTest.java', 58, 'VariableName']
271: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/cms/test/NewEnvelopedDataStreamTest.java', 271, 'VariableName']
272: ['bCoeffs', 'coeffs', 'libraries/spongycastle/core/src/test/java/org/spongycastle/pqc/math/ntru/polynomial/test/IntegerPolynomialTest.java', 207, 'VariableName']
273: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/cms/test/NewSignedDataStreamTest.java', 863, 'VariableName']
274: ['bIn', 'in', 'libraries/spongycastle/prov/src/test/jdk1.1/org/spongycastle/jce/provider/test/CertTest.java', 481, 'VariableName']
275: ['slt4b', 'slt4', 'libraries/spongycastle/core/src/test/java/org/spongycastle/crypto/test/PSSBlindTest.java', 142, 'FieldName']
276: ['bKeyAgree', 'keyAgree', 'libraries/spongycastle/prov/src/test/java/org/spongycastle/jce/provider/test/NamedCurveTest.java', 75, 'VariableName']
277: ['bIn', 'in', 'libraries/spongycastle/prov/src/test/jdk1.1/org/spongycastle/jce/provider/test/CertTest.java', 1045, 'VariableName']
278: ['bDeg', 'deg', 'libraries/spongycastle/core/src/main/java/org/spongycastle/math/ec/LongArray.java', 849, 'VariableName']
279: ['bIn', 'in', 'libraries/spongycastle/prov/src/test/jdk1.1/org/spongycastle/jce/provider/test/KeyStoreTest.java', 94, 'VariableName']
280: ['bPair', 'pair', 'libraries/spongycastle/prov/src/test/java/org/spongycastle/jce/provider/test/DHTest.java', 226, 'VariableName']
281: ['secondCoefB', 'secondCoef', 'libraries/spongycastle/core/src/main/java/org/spongycastle/asn1/eac/ECDSAPublicKey.java', 296, 'ParameterName']
282: ['bDegree', 'degree', 'libraries/spongycastle/core/src/main/java/org/spongycastle/pqc/math/linearalgebra/GF2nPolynomial.java', 363, 'VariableName']
283: ['msg9b', 'msg9', 'libraries/spongycastle/core/src/test/java/org/spongycastle/crypto/test/PSSBlindTest.java', 209, 'FieldName']
284: ['BOOTSTRAP_EDIT_TEXT_DANGER', 'BOOTSTRAP_BE_EDITED_TEXT_DANGER', 'libraries/AndroidBootstrap/src/com/beardedhen/androidbootstrap/BootstrapEditText.java', 34, 'FieldName']
285: ['bOut', 'out', 'libraries/spongycastle/prov/src/test/java/org/spongycastle/jce/provider/test/Shacal2Test.java', 51, 'VariableName']
286: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/jdk1.3/org/spongycastle/cms/test/SignedDataStreamTest.java', 855, 'VariableName']
287: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/tsp/test/CMSTimeStampedDataParserTest.java', 59, 'VariableName']
288: ['mPassphraseEditText', 'mPassphraseBeEditedText', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/dialog/PassphraseDialogFragment.java', 65, 'FieldName']
289: IDMATCH EXMATCH ['mCanEdit', 'mCanBeEdited', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/widget/SectionView.java', 67, 'FieldName']
290: ['bOut', 'out', 'libraries/spongycastle/pg/src/main/java/org/spongycastle/bcpg/PublicKeyEncSessionPacket.java', 102, 'VariableName']
291: ['bIn', 'in', 'libraries/spongycastle/pkix/src/test/jdk1.1/org/spongycastle/cert/test/CertTest.java', 1589, 'VariableName']
292: ['getB2', 'get2', 'libraries/spongycastle/core/src/main/java/org/spongycastle/pqc/crypto/rainbow/RainbowPrivateKeyParameters.java', 78, 'MethodName']
293: ['bMax', 'max', 'libraries/spongycastle/core/src/main/java/org/spongycastle/math/ec/LongArray.java', 895, 'VariableName']
294: ['sig9b', 'sig9', 'libraries/spongycastle/core/src/test/java/org/spongycastle/crypto/test/PSSBlindTest.java', 213, 'FieldName']
295: ['bOut', 'out', 'libraries/spongycastle/core/src/main/java/org/spongycastle/util/encoders/Hex.java', 49, 'VariableName']
296: ['getB2', 'get2', 'libraries/spongycastle/core/src/main/java/org/spongycastle/pqc/asn1/RainbowPrivateKey.java', 210, 'MethodName']
297: ['bIn', 'in', 'libraries/spongycastle/prov/src/test/java/org/spongycastle/jce/provider/test/GOST28147Test.java', 57, 'VariableName']
298: ['bLen', 'len', 'libraries/spongycastle/core/src/main/java/org/spongycastle/math/ec/LongArray.java', 869, 'VariableName']
299: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/cms/test/NewEnvelopedDataStreamTest.java', 215, 'VariableName']
300: ['bOut', 'out', 'libraries/spongycastle/core/src/test/java/org/spongycastle/asn1/test/CMSTest.java', 210, 'VariableName']
301: ['bIn', 'in', 'libraries/spongycastle/core/src/test/java/org/spongycastle/crypto/test/PKCS5Test.java', 125, 'VariableName']
302: ['pointB', 'point', 'libraries/zxing/src/com/google/zxing/ResultPoint.java', 77, 'VariableName']
303: ['sig1b', 'sig1', 'libraries/spongycastle/prov/src/test/java/org/spongycastle/jce/provider/test/PSSTest.java', 90, 'FieldName']
304: ['gostR3410_94_CryptoPro_XchB', 'gostR3410_94_CryptoPro_Xch', 'libraries/spongycastle/core/src/main/java/org/spongycastle/asn1/cryptopro/CryptoProObjectIdentifiers.java', 73, 'FieldName']
305: ['bLength', 'length', 'libraries/zxing/src/com/google/zxing/common/reedsolomon/GenericGFPoly.java', 158, 'VariableName']
306: ['bOut', 'out', 'libraries/spongycastle/core/src/main/java/org/spongycastle/util/encoders/UrlBase64.java', 31, 'VariableName']
307: ['bTotal', 'total', 'libraries/spongycastle/core/src/main/java/org/spongycastle/math/ec/LongArray.java', 1197, 'VariableName']
308: ['NO_RAND_PART_B_STATE', 'NO_RAND_PART_STATE', 'libraries/spongycastle/pg/src/main/java/org/spongycastle/apache/bzip2/CBZip2InputStream.java', 125, 'FieldName']
309: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/cms/test/NewSignedDataStreamTest.java', 1123, 'VariableName']
310: ['bOut', 'out', 'libraries/spongycastle/pg/src/main/java/org/spongycastle/bcpg/ECSecretBCPGKey.java', 55, 'VariableName']
311: ['bOut', 'out', 'libraries/spongycastle/core/src/main/java/org/spongycastle/util/test/FixedSecureRandom.java', 45, 'VariableName']
312: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/cms/test/NewSignedDataStreamTest.java', 384, 'VariableName']
313: ['bOut', 'out', 'libraries/spongycastle/prov/src/main/jdk1.1/org/spongycastle/jcajce/provider/asymmetric/x509/PKIXCertPath.java', 310, 'VariableName']
314: ['paddingB', 'padding', 'libraries/AndroidBootstrap/src/com/beardedhen/androidbootstrap/BootstrapButton.java', 135, 'VariableName']
315: ['bOut', 'out', 'libraries/spongycastle/prov/src/test/java/org/spongycastle/jce/provider/test/CipherStreamTest2.java', 363, 'VariableName']
316: ['bOut', 'out', 'libraries/spongycastle/pg/src/test/java/org/spongycastle/openpgp/test/BcPGPPBETest.java', 173, 'VariableName']
317: IDMATCH EXMATCH ['setCanEdit', 'setCanBeEdited', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/widget/KeyEditor.java', 199, 'MethodName']
318: ['bIn', 'in', 'libraries/spongycastle/prov/src/test/jdk1.1/org/spongycastle/jce/provider/test/CertTest.java', 761, 'VariableName']
319: ['bOut', 'out', 'libraries/spongycastle/core/src/test/java/org/spongycastle/util/encoders/test/AbstractCoderTest.java', 113, 'VariableName']
320: ['gost3410EC_B', 'gost3410EC_', 'libraries/spongycastle/pkix/src/test/jdk1.1/org/spongycastle/cert/test/PKCS10Test.java', 68, 'FieldName']
321: ['slt1b', 'slt1', 'libraries/spongycastle/core/src/test/java/org/spongycastle/crypto/test/PSSBlindTest.java', 78, 'FieldName']
322: ['bOut', 'out', 'libraries/spongycastle/core/src/test/java/org/spongycastle/asn1/test/GenerationTest.java', 323, 'VariableName']
323: ['bOff', 'off', 'libraries/spongycastle/core/src/main/java/org/spongycastle/crypto/digests/TigerDigest.java', 555, 'FieldName']
324: ['bOut', 'out', 'libraries/spongycastle/core/src/test/java/org/spongycastle/asn1/test/OIDTest.java', 47, 'VariableName']
